Player,Country,Runs,BF,4s,6s,SR,Inns,Opposition,Ground,Start Date
SR Tendulkar,IND,120,141,11,2,85.1,1,Sri Lanka,Colombo (SSC),29-08-1999
Saeed Anwar,PAK,113,148,9,0,76.35,2,New Zealand,Manchester,16-06-1999
SR Waugh,AUS,120,110,10,2,109.09,2,South Africa,Leeds,13-06-1999
HH Gibbs,SA,101,134,10,1,75.37,1,Australia,Leeds,13-06-1999
Saeed Anwar,PAK,103,144,11,0,71.52,1,Zimbabwe,The Oval,11-06-1999
NC Johnson,ZIM,132,144,14,2,91.66,2,Australia,Lord's,09-06-1999
ME Waugh,AUS,104,120,13,0,86.66,1,Zimbabwe,Lord's,09-06-1999
A Jadeja,IND,100,138,7,2,72.46,2,Australia,The Oval,04-06-1999
SC Ganguly,IND,183,158,17,7,115.82,1,Sri Lanka,Taunton,26-05-1999
R Dravid,IND,145,129,17,1,112.4,1,Sri Lanka,Taunton,26-05-1999
R Dravid,IND,104,109,10,0,95.41,1,Kenya,Bristol,23-05-1999
SR Tendulkar,IND,140,101,16,3,138.61,1,Kenya,Bristol,23-05-1999
DS Lehmann,AUS,110,92,10,1,119.56,1,West Indies,St George's,14-04-1999
Inzamam-ul-Haq,PAK,107,115,6,3,93.04,1,India,Sharjah,08-04-1999
Ijaz Ahmed,PAK,137,130,12,1,105.38,1,England,Sharjah,07-04-1999
A Jadeja,IND,103,102,6,3,100.98,1,Sri Lanka,Pune,30-03-1999
JH Kallis,SA,100,125,8,1,80.0,1,New Zealand,Auckland,27-03-1999
DPMD Jayawardene,SL,101,138,5,0,73.18,1,Pakistan,Visakhapatnam,27-03-1999
GW Flower,ZIM,140,125,12,6,112.0,1,Kenya,Dhaka,27-03-1999
Mehrab Hossain,BAN,101,116,9,2,87.06,1,Zimbabwe,Dhaka,25-03-1999
KO Otieno,KENYA,120,137,8,6,87.59,1,Bangladesh,Dhaka,24-03-1999
NC Johnson,ZIM,101,120,13,0,84.16,1,Kenya,Dhaka,23-03-1999
SC Ganguly,IND,130,160,5,2,81.25,1,Sri Lanka,Nagpur,22-03-1999
R Dravid,IND,116,118,12,0,98.3,1,Sri Lanka,Nagpur,22-03-1999
SO Tikolo,KENYA,106,111,13,0,95.49,2,Bangladesh,Dhaka,20-03-1999
L Klusener,SA,103,132,8,1,78.03,1,New Zealand,Auckland,20-02-1999
NJ Astle,NZ,100,126,12,2,79.36,2,South Africa,Auckland,20-02-1999
JH Kallis,SA,100,117,10,1,85.47,1,New Zealand,Dunedin,14-02-1999
AC Gilchrist,AUS,154,129,14,4,119.37,1,Sri Lanka,Melbourne,07-02-1999
HH Gibbs,SA,125,146,9,0,85.61,1,West Indies,Gqeberha,30-01-1999
GA Hick,ENG,109,119,6,2,91.59,2,Australia,Adelaide,26-01-1999
S Chanderpaul,WI,150,136,20,0,110.29,1,South Africa,East London,24-01-1999
CL Hooper,WI,108,119,8,3,90.75,1,South Africa,East London,24-01-1999
DPMD Jayawardene,SL,120,111,9,0,108.1,2,England,Adelaide,23-01-1999
GA Hick,ENG,126,118,5,4,106.77,1,Sri Lanka,Adelaide,23-01-1999
CL Cairns,NZ,115,80,7,7,143.75,1,India,Christchurch,19-01-1999
GA Hick,ENG,108,129,5,1,83.72,1,Australia,Sydney,17-01-1999
AC Gilchrist,AUS,131,118,10,2,111.01,2,Sri Lanka,Sydney,13-01-1999
R Dravid,IND,123,123,10,1,100.0,1,New Zealand,Taupo,09-01-1999
Ijaz Ahmed,PAK,132,103,9,4,128.15,1,Zimbabwe,Rawalpindi,24-11-1998
NC Johnson,ZIM,103,120,13,0,85.83,2,Pakistan,Sheikhupura,22-11-1998
SR Tendulkar,IND,124,92,12,6,134.78,2,Zimbabwe,Sharjah,13-11-1998
Ijaz Ahmed,PAK,111,109,12,1,101.83,1,Australia,Lahore,10-11-1998
Mohammad Yousuf,PAK,100,111,14,0,90.09,1,Australia,Lahore,10-11-1998
AC Gilchrist,AUS,103,104,12,0,99.03,2,Pakistan,Lahore,10-11-1998
RT Ponting,AUS,124,129,10,0,96.12,2,Pakistan,Lahore,10-11-1998
SR Tendulkar,IND,118,112,14,2,105.35,2,Zimbabwe,Sharjah,08-11-1998
DS Lehmann,AUS,103,101,8,0,101.98,1,Pakistan,Karachi,06-11-1998
PA Wallace,WI,103,102,11,5,100.98,1,South Africa,Dhaka,01-11-1998
JH Kallis,SA,113,100,5,5,113.0,1,Sri Lanka,Dhaka,30-10-1998
SR Tendulkar,IND,141,128,13,3,110.15,1,Australia,Dhaka,28-10-1998
ADR Campbell,ZIM,100,143,7,1,69.93,1,New Zealand,Dhaka,24-10-1998
CB Wishart,ZIM,102,124,4,2,82.25,1,India,Harare,30-09-1998
SC Ganguly,IND,107,129,11,1,82.94,2,Zimbabwe,Bulawayo,27-09-1998
SR Tendulkar,IND,127,130,13,1,97.69,2,Zimbabwe,Bulawayo,26-09-1998
M Azharuddin,IND,101,111,10,1,90.99,1,Pakistan,Toronto,20-09-1998
Shahid Afridi,PAK,109,94,7,6,115.95,1,India,Toronto,19-09-1998
MS Atapattu,SL,132,151,14,0,87.41,2,England,Lord's,20-08-1998
SC Ganguly,IND,109,136,6,2,80.14,1,Sri Lanka,Colombo (RPS),07-07-1998
SR Tendulkar,IND,128,131,8,2,97.7,1,Sri Lanka,Colombo (RPS),07-07-1998
PA de Silva,SL,105,94,10,0,111.7,2,India,Colombo (RPS),07-07-1998
A Ranatunga,SL,102,98,6,2,104.08,1,New Zealand,Colombo (SSC),05-07-1998
SR Tendulkar,IND,100,103,13,0,97.08,2,Kenya,Eden Gardens,31-05-1998
SR Tendulkar,IND,134,131,12,3,102.29,2,Australia,Sharjah,24-04-1998
MG Bevan,AUS,101,103,9,0,98.05,1,India,Sharjah,22-04-1998
SR Tendulkar,IND,143,131,9,5,109.16,2,Australia,Sharjah,22-04-1998
SC Ganguly,IND,105,140,8,1,75.0,1,New Zealand,Sharjah,17-04-1998
RT Ponting,AUS,145,158,18,1,91.77,1,Zimbabwe,Delhi,11-04-1998
M Azharuddin,IND,153,150,17,1,102.0,1,Zimbabwe,Cuttack,09-04-1998
A Jadeja,IND,116,121,6,2,95.86,1,Zimbabwe,Cuttack,09-04-1998
GW Flower,ZIM,102,118,8,0,86.44,2,India,Cuttack,09-04-1998
CB Lambert,WI,119,124,17,2,95.96,1,England,Port of Spain,08-04-1998
Inzamam-ul-Haq,PAK,116,110,4,4,105.45,2,Sri Lanka,Kimberley,07-04-1998
SR Tendulkar,IND,100,89,5,7,112.35,2,Australia,Kanpur,07-04-1998
JH Kallis,SA,109,114,8,0,95.61,1,Pakistan,Durban,03-04-1998
ADR Campbell,ZIM,102,145,11,1,70.34,2,Australia,Ahmedabad,03-04-1998
A Jadeja,IND,105,109,12,0,96.33,1,Australia,Kochi,01-04-1998
NV Knight,ENG,122,130,13,4,93.84,1,West Indies,Bridgetown,29-03-1998
BC Lara,WI,110,106,15,3,103.77,2,England,Bridgetown,29-03-1998
NJ Astle,NZ,104,137,2,3,75.91,2,Zimbabwe,Napier,06-03-1998
SP Fleming,NZ,111,137,5,0,81.02,2,Australia,Napier,12-02-1998
AC Gilchrist,AUS,118,117,10,5,100.85,2,New Zealand,Christchurch,08-02-1998
AC Gilchrist,AUS,100,104,9,1,96.15,2,South Africa,Sydney,26-01-1998
ST Jayasuriya,SL,102,100,13,1,102.0,2,Zimbabwe,Colombo (SSC),26-01-1998
GW Flower,ZIM,112,138,9,0,81.15,1,Sri Lanka,Colombo (SSC),26-01-1998
MW Goodwin,ZIM,111,134,7,0,82.83,1,Sri Lanka,Colombo (RPS),24-01-1998
RT Ponting,AUS,100,114,6,0,87.71,1,New Zealand,Melbourne,21-01-1998
SP Fleming,NZ,116,122,8,0,95.08,2,Australia,Melbourne,21-01-1998
Saeed Anwar,PAK,140,132,14,2,106.06,1,India,Dhaka,18-01-1998
Ijaz Ahmed,PAK,117,112,8,1,104.46,1,India,Dhaka,18-01-1998
SC Ganguly,IND,124,138,11,1,89.85,2,Pakistan,Dhaka,18-01-1998
JH Kallis,SA,111,140,10,0,79.28,1,New Zealand,Perth,16-01-1998
M Azharuddin,IND,100,111,7,0,90.09,1,Pakistan,Dhaka,11-01-1998
G Kirsten,SA,103,113,9,0,91.15,1,New Zealand,Brisbane,09-01-1998
SC Williams,WI,105,149,10,0,70.46,1,India,Sharjah,16-12-1997
Saeed Anwar,PAK,104,128,8,1,81.25,2,India,Sharjah,14-12-1997
CL Hooper,WI,100,135,6,0,74.07,1,England,Sharjah,13-12-1997
AJ Stewart,ENG,116,111,9,1,104.5,1,India,Sharjah,11-12-1997
ME Waugh,AUS,104,113,8,0,92.03,2,New Zealand,Adelaide,07-12-1997
PA de Silva,SL,102,90,12,0,113.33,2,Pakistan,Lahore,05-11-1997
ST Jayasuriya,SL,134,114,13,3,117.54,2,Pakistan,Lahore,05-11-1997
Saeed Anwar,PAK,108,129,13,0,83.72,2,West Indies,Lahore,04-11-1997
CL Hooper,WI,105,101,8,1,103.96,1,South Africa,Lahore,03-11-1997
DN Chudasama,KENYA,122,113,16,0,107.96,1,Bangladesh,Nairobi (Gym),10-10-1997
KO Otieno,KENYA,144,146,12,1,98.63,1,Bangladesh,Nairobi (Gym),10-10-1997
Ijaz Ahmed,PAK,139,84,10,9,165.47,2,India,Lahore,02-10-1997
PA de Silva,SL,104,117,7,0,88.88,1,India,Colombo (SSC),24-08-1997
RR Singh,IND,100,102,11,1,98.03,1,Sri Lanka,Colombo (SSC),23-08-1997
SC Ganguly,IND,113,126,11,0,89.68,1,Sri Lanka,Colombo (RPS),20-08-1997
MS Atapattu,SL,118,153,7,0,77.12,1,India,Colombo (RPS),17-08-1997
M Azharuddin,IND,111,117,5,0,94.87,2,Sri Lanka,Colombo (RPS),17-08-1997
A Jadeja,IND,119,121,8,1,98.34,2,Sri Lanka,Colombo (RPS),17-08-1997
ST Jayasuriya,SL,108,83,14,3,130.12,1,Bangladesh,Colombo (SSC),22-07-1997
A Ranatunga,SL,131,152,17,0,86.18,2,India,Colombo (RPS),18-07-1997
MG Bevan,AUS,108,129,6,0,83.72,1,England,The Oval,24-05-1997
MA Atherton,ENG,113,149,10,0,75.83,2,Australia,The Oval,24-05-1997
R Dravid,IND,107,116,10,0,92.24,2,Pakistan,Chennai,21-05-1997
Saeed Anwar,PAK,194,146,22,5,132.87,1,India,Chennai,21-05-1997
ST Jayasuriya,SL,151,120,17,4,125.83,2,India,Wankhede,17-05-1997
SR Tendulkar,IND,117,137,13,2,85.4,2,New Zealand,Bengaluru,14-05-1997
NJ Astle,NZ,117,132,9,2,88.63,1,Pakistan,Mohali,09-05-1997
S Chanderpaul,WI,109,134,15,1,81.34,2,India,Bridgetown,03-05-1997
MG Bevan,AUS,103,95,8,1,108.42,2,South Africa,Centurion,10-04-1997
PA de Silva,SL,134,131,11,4,102.29,1,Pakistan,Sharjah,07-04-1997
ME Waugh,AUS,115,125,8,3,92.0,2,South Africa,Gqeberha,31-03-1997
SR Tendulkar,IND,104,97,8,1,107.21,2,Zimbabwe,Benoni,09-02-1997
BC Lara,WI,103,116,10,0,88.79,2,Pakistan,Perth,10-01-1997
ME Waugh,AUS,102,114,5,2,89.47,1,West Indies,Brisbane,05-01-1997
BC Lara,WI,102,114,8,2,89.47,2,Australia,Brisbane,05-01-1997
CL Hooper,WI,110,109,10,1,100.91,2,Australia,Brisbane,05-01-1997
SR Tendulkar,IND,114,126,14,0,90.47,1,South Africa,Wankhede,14-12-1996
Saeed Anwar,PAK,112,125,7,1,89.6,2,Sri Lanka,Sharjah,12-11-1996
Saeed Anwar,PAK,104,132,3,2,78.78,2,New Zealand,Sharjah,10-11-1996
Ijaz Ahmed,PAK,117,105,10,4,111.42,1,Zimbabwe,Peshawar,03-11-1996
DJ Cullinan,SA,106,130,10,0,81.53,1,India,Jaipur,23-10-1996
MA Taylor,AUS,105,144,9,0,72.91,1,India,Bengaluru,21-10-1996
G Kirsten,SA,105,134,9,0,78.35,2,Australia,Indore,19-10-1996
G Kirsten,SA,118,127,16,0,92.91,2,Pakistan,Nairobi (Gym),06-10-1996
Saeed Anwar,PAK,115,120,13,1,95.83,1,Sri Lanka,Nairobi (Gym),04-10-1996
Shahid Afridi,PAK,102,40,6,11,255.0,1,Sri Lanka,Nairobi (Gym),04-10-1996
PA de Silva,SL,122,116,12,2,105.17,2,Pakistan,Nairobi (Gym),04-10-1996
DJ Cullinan,SA,124,117,12,0,105.98,1,Pakistan,Nairobi (Gym),29-09-1996
JN Rhodes,SA,121,114,12,0,106.14,1,Pakistan,Nairobi (Gym),29-09-1996
RS Kaluwitharana,SL,100,89,17,1,112.35,2,Kenya,Nairobi (Gym),28-09-1996
PA de Silva,SL,127,123,13,1,103.25,2,Zimbabwe,Colombo (SSC),03-09-1996
NV Knight,ENG,125,145,9,0,86.2,1,Pakistan,Nottingham,01-09-1996
NV Knight,ENG,113,132,11,0,85.6,1,Pakistan,Birmingham,31-08-1996
ST Jayasuriya,SL,120,128,8,3,93.75,2,India,Colombo (RPS),28-08-1996
SR Tendulkar,IND,110,138,5,1,79.71,1,Sri Lanka,Colombo (RPS),28-08-1996
AD Brown,ENG,118,137,10,2,86.13,2,India,Manchester,26-05-1996
G Kirsten,SA,115,142,4,1,80.98,1,India,Sharjah,19-04-1996
SR Tendulkar,IND,118,140,8,2,84.28,1,Pakistan,Sharjah,15-04-1996
NS Sidhu,IND,101,117,3,3,86.32,1,Pakistan,Sharjah,15-04-1996
G Kirsten,SA,106,116,9,0,91.37,1,India,Sharjah,14-04-1996
DJ Cullinan,SA,110,109,6,3,100.91,1,Pakistan,Sharjah,13-04-1996
Aamer Sohail,PAK,105,127,8,0,82.67,1,India,Sharjah,12-04-1996
BC Lara,WI,104,103,10,1,100.97,2,New Zealand,Kingstown,06-04-1996
PV Simmons,WI,103,124,10,2,83.06,2,New Zealand,Kingstown,06-04-1996
SR Tendulkar,IND,100,111,9,1,90.09,1,Pakistan,Singapore,05-04-1996
ST Jayasuriya,SL,134,65,11,11,206.15,1,Pakistan,Singapore,02-04-1996
BC Lara,WI,146,134,12,3,108.95,2,New Zealand,Port of Spain,30-03-1996
SP Fleming,NZ,106,108,7,1,98.14,2,West Indies,Port of Spain,29-03-1996
PA de Silva,SL,107,124,13,0,86.29,2,Australia,Lahore,17-03-1996
CZ Harris,NZ,130,124,13,4,104.83,1,Australia,Chennai,11-03-1996
ME Waugh,AUS,110,112,6,2,98.21,2,New Zealand,Chennai,11-03-1996
BC Lara,WI,111,94,16,0,118.08,1,South Africa,Karachi,11-03-1996
VG Kambli,IND,106,110,11,0,96.36,1,Zimbabwe,Kanpur,06-03-1996
PA de Silva,SL,145,115,14,5,126.08,1,Kenya,Kandy,06-03-1996
AC Hudson,SA,161,132,13,4,121.96,1,Netherlands,Rawalpindi,05-03-1996
RT Ponting,AUS,102,112,5,1,91.07,1,West Indies,Jaipur,04-03-1996
SR Tendulkar,IND,137,137,8,5,100.0,1,Sri Lanka,Delhi,02-03-1996
Aamer Sohail,PAK,111,139,8,0,79.85,1,South Africa,Karachi,29-02-1996
ME Waugh,AUS,126,135,8,3,93.33,1,India,Wankhede,27-02-1996
ME Waugh,AUS,130,128,14,1,101.56,1,Kenya,Visakhapatnam,23-02-1996
GA Hick,ENG,104,133,6,2,78.19,1,Netherlands,Peshawar,22-02-1996
SR Tendulkar,IND,127,138,15,1,92.02,2,Kenya,Cuttack,18-02-1996
G Kirsten,SA,188,159,13,4,118.23,1,U.A.E.,Rawalpindi,16-02-1996
NJ Astle,NZ,101,132,8,2,76.51,1,England,Ahmedabad,14-02-1996
NJ Astle,NZ,120,137,13,1,87.59,1,Zimbabwe,Auckland,28-01-1996
SR Waugh,AUS,102,115,6,1,88.69,1,Sri Lanka,Melbourne,16-01-1996
G Kirsten,SA,116,126,11,0,92.06,2,England,Centurion,14-01-1996
ME Waugh,AUS,130,144,7,3,90.27,1,Sri Lanka,Perth,12-01-1996
RT Ponting,AUS,123,138,7,1,89.13,1,Sri Lanka,Melbourne,09-01-1996
NJ Astle,NZ,114,128,12,1,89.06,1,India,Nagpur,26-11-1995
CL Cairns,NZ,103,87,10,4,118.39,1,India,Pune,24-11-1995
MD Crowe,NZ,107,129,9,2,82.94,2,India,Jamshedpur,15-11-1995
BM McMillan,SA,127,120,14,3,105.83,1,Zimbabwe,Harare,21-10-1995
BC Lara,WI,169,129,15,4,131.0,1,Sri Lanka,Sharjah,16-10-1995
HP Tillakaratne,SL,100,106,4,1,94.33,2,West Indies,Sharjah,16-10-1995
Ramiz Raja,PAK,104,134,7,1,77.61,1,West Indies,Sharjah,13-10-1995
RS Mahanama,SL,101,153,5,1,66.01,1,West Indies,Sharjah,11-10-1995
A Ranatunga,SL,102,112,9,0,91.07,1,Pakistan,Gujranwala,29-09-1995
Saleem Elahi,PAK,102,133,7,1,76.69,2,Sri Lanka,Gujranwala,29-09-1995
MA Atherton,ENG,127,160,14,1,79.37,1,West Indies,Lord's,28-05-1995
SR Tendulkar,IND,112,107,15,1,104.67,2,Sri Lanka,Sharjah,09-04-1995
AP Gurusinha,SL,108,149,10,1,72.48,1,New Zealand,Auckland,01-04-1995
BC Lara,WI,139,123,15,3,113.0,1,Australia,Port of Spain,12-03-1995
Inzamam-ul-Haq,PAK,116,138,9,1,84.05,2,Zimbabwe,Harare,25-02-1995
Saeed Anwar,PAK,103,131,6,0,78.62,2,Zimbabwe,Harare,22-02-1995
MJR Rindel,SA,106,139,9,0,76.25,1,Pakistan,Johannesburg,12-01-1995
KR Rutherford,NZ,102,98,7,2,104.08,1,Sri Lanka,East London,18-12-1994
Ijaz Ahmed,PAK,114,90,17,3,126.66,2,South Africa,Durban,17-12-1994
DJ Callaghan,SA,169,143,19,4,118.18,1,New Zealand,Centurion,11-12-1994
AC Parore,NZ,108,95,8,3,113.68,2,South Africa,Centurion,11-12-1994
ST Jayasuriya,SL,140,143,9,6,97.9,1,New Zealand,Bloemfontein,08-12-1994
SG Law,AUS,110,135,6,1,81.48,1,Zimbabwe,Hobart,08-12-1994
A Ranatunga,SL,101,108,8,0,93.51,1,Pakistan,Durban,02-12-1994
Aamer Sohail,PAK,100,119,8,0,84.03,2,Sri Lanka,Durban,02-12-1994
SR Tendulkar,IND,105,134,10,0,78.35,1,West Indies,Jaipur,11-11-1994
A Jadeja,IND,104,126,4,3,82.53,2,West Indies,Cuttack,09-11-1994
NS Sidhu,IND,114,103,9,2,110.67,1,West Indies,Visakhapatnam,07-11-1994
PA de Silva,SL,107,100,9,1,107.0,1,Zimbabwe,Harare,06-11-1994
ADR Campbell,ZIM,131,115,11,4,113.91,1,Sri Lanka,Harare,05-11-1994
RS Mahanama,SL,108,149,6,1,72.48,2,Zimbabwe,Harare,05-11-1994
RS Mahanama,SL,119,142,8,0,83.8,1,Zimbabwe,Harare,03-11-1994
CL Hooper,WI,111,114,11,0,97.36,1,New Zealand,Guwahati,01-11-1994
M Prabhakar,IND,102,154,9,0,66.23,2,West Indies,Kanpur,30-10-1994
KR Rutherford,NZ,108,102,13,0,105.88,1,India,Vadodara,28-10-1994
SR Tendulkar,IND,115,136,9,3,84.55,2,New Zealand,Vadodara,28-10-1994
WJ Cronje,SA,100,124,4,3,80.64,1,Australia,Peshawar,24-10-1994
ME Waugh,AUS,121,134,9,0,90.29,1,Pakistan,Rawalpindi,22-10-1994
Saeed Anwar,PAK,104,119,13,1,87.39,2,Australia,Rawalpindi,22-10-1994
Ijaz Ahmed,PAK,110,110,13,1,100.0,1,South Africa,Rawalpindi,20-10-1994
SR Tendulkar,IND,110,130,8,2,84.61,1,Australia,Colombo (RPS),09-09-1994
Aamer Sohail,PAK,134,146,13,0,91.78,1,New Zealand,Sharjah,20-04-1994
Inzamam-ul-Haq,PAK,137,129,15,0,106.2,1,New Zealand,Sharjah,20-04-1994
AP Gurusinha,SL,117,140,9,1,83.57,2,New Zealand,Sharjah,18-04-1994
DL Haynes,WI,115,112,14,0,102.67,1,England,Port of Spain,05-03-1994
WJ Cronje,SA,112,120,7,3,93.33,1,Australia,Johannesburg,19-02-1994
NS Sidhu,IND,108,132,8,0,81.81,1,Sri Lanka,Rajkot,15-02-1994
ME Waugh,AUS,107,111,8,0,96.39,1,South Africa,Sydney,23-01-1994
G Kirsten,SA,112,137,8,0,81.75,1,Australia,Melbourne,21-01-1994
HP Tillakaratne,SL,104,116,7,0,89.65,2,West Indies,Wankhede,09-11-1993
Basit Ali,PAK,127,79,12,5,160.75,1,West Indies,Sharjah,05-11-1993
BC Lara,WI,153,143,21,0,106.99,2,Pakistan,Sharjah,05-11-1993
Saeed Anwar,PAK,111,104,11,2,106.73,2,Sri Lanka,Sharjah,02-11-1993
Saeed Anwar,PAK,131,141,12,3,92.9,2,West Indies,Sharjah,01-11-1993
Saeed Anwar,PAK,107,108,11,2,99.07,1,Sri Lanka,Sharjah,30-10-1993
Asif Mujtaba,PAK,113,134,5,0,84.32,1,Sri Lanka,Sharjah,30-10-1993
RA Smith,ENG,167,163,17,3,102.45,1,Australia,Birmingham,21-05-1993
ME Waugh,AUS,113,122,8,0,92.62,2,England,Birmingham,21-05-1993
ME Waugh,AUS,108,131,7,1,82.44,1,New Zealand,Hamilton,27-03-1993
BC Lara,WI,114,116,11,1,98.27,2,Pakistan,Kingston,23-03-1993
GA Hick,ENG,105,109,7,2,96.33,1,India,Gwalior,05-03-1993
RA Smith,ENG,129,145,12,4,88.96,1,India,Gwalior,04-03-1993
NS Sidhu,IND,134,160,15,0,83.75,2,England,Gwalior,04-03-1993
BC Lara,WI,111,140,14,1,79.28,2,South Africa,Bloemfontein,23-02-1993
BC Lara,WI,128,125,20,0,102.4,1,Pakistan,Durban,19-02-1993
Javed Miandad,PAK,107,144,9,2,74.3,1,South Africa,East London,15-02-1993
Saeed Anwar,PAK,110,105,9,1,104.76,1,Sri Lanka,Sharjah,04-02-1993
Ramiz Raja,PAK,109,115,8,0,94.78,1,Sri Lanka,Sharjah,04-02-1993
VG Kambli,IND,100,149,9,1,67.11,1,England,Jaipur,18-01-1993
AC Hudson,SA,108,147,8,1,73.46,2,India,Bloemfontein,15-12-1992
RS Mahanama,SL,107,132,7,0,81.06,1,New Zealand,Colombo (RPS),13-12-1992
WV Raman,IND,114,148,6,1,77.02,2,South Africa,Centurion,11-12-1992
PA de Silva,SL,105,105,12,2,100.0,2,Australia,Colombo (PSS),15-08-1992
AJ Stewart,ENG,103,145,10,0,71.03,1,Pakistan,The Oval,22-05-1992
PV Simmons,WI,104,139,10,2,74.82,2,South Africa,Port of Spain,12-04-1992
PV Simmons,WI,122,113,12,5,107.96,1,South Africa,Kingston,07-04-1992
DC Boon,AUS,100,147,8,0,68.02,1,West Indies,Melbourne,18-03-1992
Ramiz Raja,PAK,119,155,16,0,76.77,2,New Zealand,Christchurch,18-03-1992
PV Simmons,WI,110,125,8,2,88.0,1,Sri Lanka,Berri,13-03-1992
Aamer Sohail,PAK,114,136,12,0,83.82,1,Zimbabwe,Hobart,27-02-1992
A Flower,ZIM,115,152,8,1,75.65,1,Sri Lanka,New Plymouth,23-02-1992
Ramiz Raja,PAK,102,158,4,0,64.55,1,West Indies,Melbourne,23-02-1992
MD Crowe,NZ,100,134,11,0,74.62,1,Australia,Auckland,22-02-1992
DC Boon,AUS,100,133,11,0,75.18,2,New Zealand,Auckland,22-02-1992
Inzamam-ul-Haq,PAK,117,103,13,0,113.59,1,Sri Lanka,Rawalpindi,19-01-1992
Saleem Malik,PAK,102,108,5,0,94.44,1,Sri Lanka,Rawalpindi,19-01-1992
Inzamam-ul-Haq,PAK,101,121,9,3,83.47,1,Sri Lanka,Multan,17-01-1992
Javed Miandad,PAK,115,103,12,2,111.65,1,Sri Lanka,Hyderabad (Sind),15-01-1992
DC Boon,AUS,102,168,8,0,60.71,2,India,Hobart,10-12-1991
RJ Shastri,IND,109,149,11,0,73.15,1,South Africa,New Delhi,14-11-1991
SV Manjrekar,IND,105,82,8,2,128.04,1,South Africa,New Delhi,14-11-1991
RB Richardson,WI,122,121,7,3,100.82,2,Pakistan,Sharjah,21-10-1991
RB Richardson,WI,106,142,10,0,74.64,2,Pakistan,Sharjah,17-10-1991
NH Fairbrother,ENG,113,109,10,2,103.66,2,West Indies,Lord's,27-05-1991
GR Marsh,AUS,106,158,8,0,67.08,2,West Indies,Georgetown,20-03-1991
GR Marsh,AUS,113,136,8,3,83.08,1,West Indies,Bridgetown,13-03-1991
NS Sidhu,IND,104,109,10,3,95.41,2,Bangladesh,Chandigarh,25-12-1990
DM Jones,AUS,145,136,12,4,106.61,1,England,Brisbane,16-12-1990
RJ Shastri,IND,101,147,12,1,68.7,1,Sri Lanka,Nagpur,01-12-1990
PA de Silva,SL,104,124,6,1,83.87,2,India,Nagpur,01-12-1990
Ramiz Raja,PAK,114,123,14,0,92.68,1,New Zealand,Sialkot,06-11-1990
Saeed Anwar,PAK,101,115,11,0,87.82,1,New Zealand,Lahore,02-11-1990
RA Smith,ENG,103,105,11,0,98.09,1,India,Nottingham,20-07-1990
MJ Greatbatch,NZ,111,130,10,1,85.38,1,England,The Oval,25-05-1990
GA Gooch,ENG,112,152,15,0,73.68,2,New Zealand,The Oval,25-05-1990
RA Smith,ENG,128,168,16,0,76.19,1,New Zealand,Leeds,23-05-1990
MJ Greatbatch,NZ,102,104,9,3,98.07,2,England,Leeds,23-05-1990
DM Jones,AUS,117,123,7,1,95.12,1,Sri Lanka,Sharjah,02-05-1990
M Azharuddin,IND,108,116,7,0,93.1,1,Sri Lanka,Sharjah,25-04-1990
DM Jones,AUS,102,91,7,5,112.08,2,New Zealand,Auckland,11-03-1990
CA Best,WI,100,119,12,1,84.03,2,England,Georgetown,07-03-1990
DM Jones,AUS,107,143,8,0,74.82,1,New Zealand,Christchurch,04-03-1990
RB Richardson,WI,108,132,11,3,81.81,2,England,Kingston,03-03-1990
MD Crowe,NZ,104,135,6,1,77.03,1,India,Dunedin,01-03-1990
Ramiz Raja,PAK,107,154,3,0,69.48,1,Sri Lanka,Adelaide,17-02-1990
Saeed Anwar,PAK,126,99,8,6,127.27,1,Sri Lanka,Adelaide,17-02-1990
Ramiz Raja,PAK,116,148,8,0,78.37,2,Sri Lanka,Hobart,15-02-1990
Ijaz Ahmed,PAK,102,100,9,1,102.0,2,Sri Lanka,Brisbane,10-02-1990
DL Haynes,WI,107,137,12,0,78.1,1,Pakistan,Eden Gardens,01-11-1989
DL Haynes,WI,138,164,12,2,84.14,1,England,Gwalior,27-10-1989
C Sharma,IND,101,96,8,1,105.2,2,England,Kanpur,25-10-1989
Saleem Malik,PAK,102,115,5,0,88.69,1,India,Sharjah,20-10-1989
W Larkins,ENG,124,126,18,2,98.41,2,Australia,Hyderabad (Deccan),19-10-1989
NS Sidhu,IND,108,121,8,1,89.25,1,Pakistan,Sharjah,15-10-1989
GA Gooch,ENG,136,162,11,0,83.95,1,Australia,Lord's,29-05-1989
GR Marsh,AUS,111,162,7,1,68.51,2,England,Lord's,29-05-1989
AJ Lamb,ENG,100,105,9,0,95.23,1,Australia,Nottingham,27-05-1989
Saleem Malik,PAK,100,112,4,0,89.28,2,Sri Lanka,Sharjah,24-03-1989
DL Haynes,WI,152,126,12,6,120.63,1,India,Georgetown,21-03-1989
CG Greenidge,WI,117,123,7,8,95.12,2,India,St John's,18-03-1989
Ramiz Raja,PAK,101,114,9,1,88.59,2,New Zealand,Auckland,11-03-1989
Shoaib Mohammad,PAK,126,155,13,0,81.29,1,New Zealand,Wellington,08-03-1989
DL Haynes,WI,117,132,8,5,88.63,1,India,Bridgetown,07-03-1989
GR Marsh,AUS,125,121,9,0,103.3,1,Pakistan,Melbourne,10-01-1989
M Azharuddin,IND,108,65,10,3,166.15,2,New Zealand,Vadodara,17-12-1988
