Player,Country,Runs,BF,4s,6s,SR,Inns,Opposition,Ground,Start Date
KC Sangakkara,SL,124,95,13,4,130.52,1,Scotland,Hobart,11-03-2015
S Dhawan,IND,100,85,11,5,117.64,2,Ireland,Hamilton,10-03-2015
Mahmudullah,BAN,103,138,7,2,74.63,1,England,Adelaide,09-03-2015
KC Sangakkara,SL,104,107,11,0,97.19,2,Australia,Sydney,08-03-2015
GJ Maxwell,AUS,102,53,10,4,192.45,1,Sri Lanka,Sydney,08-03-2015
EC Joyce,IRE,112,103,9,3,108.73,1,Zimbabwe,Hobart,07-03-2015
BRM Taylor,ZIM,121,91,11,4,132.96,2,Ireland,Hobart,07-03-2015
KJ Coetzer,SCOT,156,134,17,4,116.41,1,Bangladesh,Nelson,05-03-2015
DA Warner,AUS,178,133,19,5,133.83,1,Afghanistan,Perth,04-03-2015
HM Amla,SA,159,128,16,4,124.21,1,Ireland,Canberra,03-03-2015
F du Plessis,SA,109,109,10,1,100.0,1,Ireland,Canberra,03-03-2015
JE Root,ENG,121,108,14,2,112.03,1,Sri Lanka,Wellington,01-03-2015
HDRL Thirimanne,SL,139,143,13,2,97.2,2,England,Wellington,01-03-2015
KC Sangakkara,SL,117,86,11,2,136.04,2,England,Wellington,01-03-2015
AB de Villiers,SA,162,66,17,8,245.45,1,West Indies,Sydney,27-02-2015
TM Dilshan,SL,161,146,22,0,110.27,1,Bangladesh,Melbourne,26-02-2015
KC Sangakkara,SL,105,76,13,1,138.15,1,Bangladesh,Melbourne,26-02-2015
Shaiman Anwar,UAE,106,83,10,1,127.71,1,Ireland,Brisbane,25-02-2015
MN Samuels,WI,133,156,11,3,85.25,1,Zimbabwe,Canberra,24-02-2015
CH Gayle,WI,215,147,10,16,146.25,1,Zimbabwe,Canberra,24-02-2015
MM Ali,ENG,128,107,12,5,119.62,1,Scotland,Christchurch,23-02-2015
S Dhawan,IND,137,146,16,2,93.83,1,South Africa,Melbourne,22-02-2015
DPMD Jayawardene,SL,100,120,8,1,83.33,2,Afghanistan,Dunedin,22-02-2015
LMP Simmons,WI,102,84,9,5,121.42,1,Ireland,Nelson,16-02-2015
V Kohli,IND,107,126,8,0,84.92,1,Pakistan,Adelaide,15-02-2015
DA Miller,SA,138,92,7,9,150.0,1,Zimbabwe,Hamilton,15-02-2015
JP Duminy,SA,115,100,9,3,115.0,1,Zimbabwe,Hamilton,15-02-2015
AJ Finch,AUS,135,128,12,3,105.46,1,England,Melbourne,14-02-2015
KS Williamson,NZ,112,88,14,1,127.27,1,Pakistan,Napier,03-02-2015
LRPL Taylor,NZ,102,70,13,2,145.71,1,Pakistan,Napier,03-02-2015
KC Sangakkara,SL,113,105,14,0,107.61,1,New Zealand,Wellington,29-01-2015
HM Amla,SA,133,105,11,6,126.66,1,West Indies,Centurion,28-01-2015
RR Rossouw,SA,132,98,9,8,134.69,1,West Indies,Centurion,28-01-2015
DA Miller,SA,130,133,11,3,97.74,1,West Indies,Gqeberha,25-01-2015
IR Bell,ENG,141,125,15,1,112.8,1,Australia,Hobart,23-01-2015
L Ronchi,NZ,170,99,14,9,171.71,1,Sri Lanka,Dunedin,23-01-2015
GD Elliott,NZ,104,96,7,2,108.33,1,Sri Lanka,Dunedin,23-01-2015
SPD Smith,AUS,102,95,6,1,107.36,2,England,Hobart,23-01-2015
TM Dilshan,SL,116,106,17,1,109.43,2,New Zealand,Dunedin,23-01-2015
KS Williamson,NZ,103,107,6,1,96.26,2,Sri Lanka,Nelson,20-01-2015
HM Amla,SA,153,142,14,0,107.74,1,West Indies,Johannesburg,18-01-2015
RR Rossouw,SA,128,115,11,2,111.3,1,West Indies,Johannesburg,18-01-2015
AB de Villiers,SA,149,44,9,16,338.63,1,West Indies,Johannesburg,18-01-2015
RG Sharma,IND,138,139,9,4,99.28,1,Australia,Melbourne,18-01-2015
EJG Morgan,ENG,121,136,11,3,88.97,1,Australia,Sydney,16-01-2015
DA Warner,AUS,127,115,18,0,110.43,2,England,Sydney,16-01-2015
BB McCullum,NZ,117,99,12,5,118.18,1,Sri Lanka,Hamilton,15-01-2015
TM Dilshan,SL,116,127,17,0,91.33,2,New Zealand,Hamilton,15-01-2015
DPMD Jayawardene,SL,104,107,12,1,97.19,1,New Zealand,Christchurch,11-01-2015
KS Williamson,NZ,123,105,12,0,117.14,1,Pakistan,Abu Dhabi,17-12-2014
Younis Khan,PAK,103,117,4,2,88.03,2,New Zealand,Abu Dhabi,17-12-2014
TM Dilshan,SL,101,124,9,1,81.45,1,England,Colombo (RPS),16-12-2014
Ahmed Shehzad,PAK,113,120,12,2,94.16,1,New Zealand,Sharjah,14-12-2014
KC Sangakkara,SL,112,112,12,2,100.0,1,England,Pallekele,13-12-2014
JE Root,ENG,104,117,7,1,88.88,2,Sri Lanka,Pallekele,10-12-2014
LRPL Taylor,NZ,105,135,9,1,77.77,1,Pakistan,Dubai (DSC),08-12-2014
Nawroz Mangal,AFG,129,123,8,4,104.87,1,U.A.E.,ICCA Dubai,30-11-2014
Khurram Khan,UAE,132,138,17,1,95.65,2,Afghanistan,ICCA Dubai,30-11-2014
MM Ali,ENG,119,87,11,5,136.78,2,Sri Lanka,Colombo (RPS),26-11-2014
Q de Kock,SA,107,123,14,0,86.99,1,Australia,Sydney,23-11-2014
Shakib Al Hasan,BAN,101,99,10,0,102.02,1,Zimbabwe,Chattogram,21-11-2014
SPD Smith,AUS,104,112,7,0,92.85,2,South Africa,Melbourne,21-11-2014
AJ Finch,AUS,109,127,9,3,85.82,1,South Africa,Canberra,19-11-2014
HM Amla,SA,102,115,9,0,88.69,2,Australia,Canberra,19-11-2014
AD Mathews,SL,139,116,6,10,119.82,1,India,Ranchi,16-11-2014
V Kohli,IND,139,126,12,3,110.31,2,Sri Lanka,Ranchi,16-11-2014
RG Sharma,IND,264,173,33,9,152.6,1,Sri Lanka,Eden Gardens,13-11-2014
DPMD Jayawardene,SL,118,124,12,1,95.16,1,India,Hyderabad,09-11-2014
L Siaka,PNG,109,114,9,2,95.61,2,Hong Kong,Townsville,09-11-2014
AT Rayudu,IND,121,118,10,4,102.54,2,Sri Lanka,Ahmedabad,06-11-2014
S Dhawan,IND,113,107,14,3,105.6,1,Sri Lanka,Cuttack,02-11-2014
AM Rahane,IND,111,108,13,2,102.77,1,Sri Lanka,Cuttack,02-11-2014
HM Amla,SA,119,135,15,0,88.14,1,New Zealand,Mount Maunganui,24-10-2014
MN Samuels,WI,112,106,9,6,105.66,2,India,Dharamsala,17-10-2014
V Kohli,IND,127,114,13,3,111.4,1,West Indies,Dharamsala,17-10-2014
MN Samuels,WI,126,116,11,4,108.62,1,India,Kochi,08-10-2014
SPD Smith,AUS,101,118,6,2,85.59,1,Pakistan,Sharjah,07-10-2014
CS MacLeod,SCOT,116,141,15,0,82.26,2,Ireland,Dublin (Malahide),12-09-2014
RD Berrington,SCOT,101,126,8,1,80.15,1,Ireland,Dublin (Malahide),10-09-2014
JE Root,ENG,113,108,10,3,104.62,1,India,Leeds,05-09-2014
F du Plessis,SA,121,140,5,4,86.42,1,Zimbabwe,Harare,04-09-2014
AM Rahane,IND,106,100,10,4,106.0,2,England,Birmingham,02-09-2014
F du Plessis,SA,126,109,8,6,115.59,2,Australia,Harare,02-09-2014
SK Raina,IND,100,75,12,3,133.33,1,England,Cardiff,27-08-2014
AJ Finch,AUS,102,116,9,1,87.93,1,South Africa,Harare,27-08-2014
F du Plessis,SA,106,98,11,1,108.16,2,Australia,Harare,27-08-2014
AB de Villiers,SA,136,106,11,2,128.3,2,Australia,Harare,27-08-2014
D Ramdin,WI,169,121,8,11,139.66,1,Bangladesh,Basseterre,25-08-2014
DM Bravo,WI,124,127,7,8,97.63,1,Bangladesh,Basseterre,25-08-2014
Anamul Haque,BAN,109,138,11,1,78.98,1,West Indies,St George's,20-08-2014
HM Amla,SA,122,132,6,3,92.42,1,Zimbabwe,Bulawayo,17-08-2014
Usman Ghani,AFG,118,143,12,1,82.51,1,Zimbabwe,Bulawayo,20-07-2014
Sikandar Raza,ZIM,141,133,11,7,106.01,2,Afghanistan,Bulawayo,20-07-2014
Q de Kock,SA,128,127,12,3,100.78,1,Sri Lanka,Hambantota,12-07-2014
AB de Villiers,SA,108,71,11,4,152.11,1,Sri Lanka,Hambantota,12-07-2014
HM Amla,SA,101,102,11,0,99.01,2,Sri Lanka,Pallekele,09-07-2014
HM Amla,SA,109,130,8,1,83.84,1,Sri Lanka,Colombo (RPS),06-07-2014
KC Sangakkara,SL,112,104,14,0,107.69,1,England,Lord's,31-05-2014
JC Buttler,ENG,121,74,11,4,163.51,2,Sri Lanka,Lord's,31-05-2014
Fawad Alam,PAK,114,134,8,3,85.07,1,Sri Lanka,Mirpur,08-03-2014
HDRL Thirimanne,SL,101,108,13,0,93.51,2,Pakistan,Mirpur,08-03-2014
JE Root,ENG,107,122,7,0,87.7,1,West Indies,North Sound,05-03-2014
D Ramdin,WI,128,109,12,5,117.43,2,England,North Sound,05-03-2014
Ahmed Shehzad,PAK,103,123,12,1,83.73,2,Bangladesh,Mirpur,04-03-2014
Anamul Haque,BAN,100,132,6,4,75.75,1,Pakistan,Mirpur,04-03-2014
KC Sangakkara,SL,103,84,12,1,122.61,2,India,Fatullah,28-02-2014
MJ Lumb,ENG,106,117,7,2,90.59,2,West Indies,North Sound,28-02-2014
Umar Akmal,PAK,102,89,7,3,114.6,1,Afghanistan,Fatullah,27-02-2014
Mushfiqur Rahim,BAN,117,113,7,2,103.53,1,India,Fatullah,26-02-2014
V Kohli,IND,136,122,16,2,111.47,2,Bangladesh,Fatullah,26-02-2014
HDRL Thirimanne,SL,102,110,11,1,92.72,1,Pakistan,Fatullah,25-02-2014
MDKJ Perera,SL,106,124,6,5,85.48,2,Bangladesh,Mirpur,22-02-2014
KC Sangakkara,SL,128,115,14,0,111.3,1,Bangladesh,Mirpur,20-02-2014
PL Mommsen,SCOT,139,149,12,1,93.28,1,U.A.E.,Lincoln,01-02-2014
LRPL Taylor,NZ,102,106,10,1,96.22,1,India,Wellington,31-01-2014
LRPL Taylor,NZ,112,127,15,0,88.18,2,India,Hamilton,28-01-2014
MJ Guptill,NZ,111,129,12,2,86.04,1,India,Auckland,25-01-2014
AJ Finch,AUS,108,111,8,4,97.29,2,England,Perth,24-01-2014
W Barresi,NED,137,150,11,2,91.33,1,Kenya,Lincoln,23-01-2014
IA Karim,KENYA,108,84,16,0,128.57,2,Netherlands,Lincoln,23-01-2014
CS MacLeod,SCOT,175,141,14,5,124.11,1,Canada,Christchurch,23-01-2014
V Kohli,IND,123,111,11,2,110.81,2,New Zealand,Napier,19-01-2014
EJG Morgan,ENG,106,99,4,6,107.07,1,Australia,Brisbane,17-01-2014
AJ Finch,AUS,121,128,12,0,94.53,2,England,Melbourne,12-01-2014
KA Edwards,WI,123,108,12,4,113.88,1,New Zealand,Hamilton,08-01-2014
DJ Bravo,WI,106,81,12,3,130.86,1,New Zealand,Hamilton,08-01-2014
JD Ryder,NZ,104,51,12,5,203.92,1,West Indies,Queenstown,01-01-2014
CJ Anderson,NZ,131,47,6,14,278.72,1,West Indies,Queenstown,01-01-2014
Mohammad Hafeez,PAK,113,119,12,2,94.95,2,Sri Lanka,Abu Dhabi,25-12-2013
Mohammad Hafeez,PAK,140,136,11,3,102.94,1,Sri Lanka,Sharjah,22-12-2013
Ahmed Shehzad,PAK,124,140,8,0,88.57,1,Sri Lanka,Dubai (DSC),20-12-2013
Mohammad Hafeez,PAK,122,129,7,4,94.57,1,Sri Lanka,Sharjah,18-12-2013
Q de Kock,SA,101,120,9,2,84.16,1,India,Centurion,11-12-2013
AB de Villiers,SA,109,101,6,5,107.92,1,India,Centurion,11-12-2013
Q de Kock,SA,106,118,9,0,89.83,1,India,Durban,08-12-2013
HM Amla,SA,100,117,8,0,85.47,1,India,Durban,08-12-2013
Q de Kock,SA,135,121,18,3,111.57,1,India,Johannesburg,05-12-2013
S Dhawan,IND,119,95,20,0,125.26,2,West Indies,Kanpur,27-11-2013
Ahmed Shehzad,PAK,102,112,8,2,91.07,1,South Africa,Gqeberha,27-11-2013
AB de Villiers,SA,115,102,10,3,112.74,1,Pakistan,Sharjah,11-11-2013
Q de Kock,SA,112,135,9,1,82.96,1,Pakistan,Abu Dhabi,08-11-2013
LRPL Taylor,NZ,107,93,9,3,115.05,1,Bangladesh,Fatullah,03-11-2013
RG Sharma,IND,209,158,12,16,132.27,1,Australia,Bengaluru,02-11-2013
JP Faulkner,AUS,116,73,11,6,158.9,2,India,Bengaluru,02-11-2013
V Kohli,IND,115,66,18,1,174.24,2,Australia,Nagpur,30-10-2013
S Dhawan,IND,100,102,11,0,98.03,2,Australia,Nagpur,30-10-2013
GJ Bailey,AUS,156,114,13,6,136.84,1,India,Nagpur,30-10-2013
SR Watson,AUS,102,94,13,3,108.51,1,India,Nagpur,30-10-2013
MS Dhoni,IND,139,121,12,5,114.87,1,Australia,Mohali,19-10-2013
RG Sharma,IND,141,123,17,4,114.63,2,Australia,Jaipur,16-10-2013
V Kohli,IND,100,52,8,7,192.3,2,Australia,Jaipur,16-10-2013
SR Watson,AUS,143,107,12,6,133.64,1,England,Southampton,16-09-2013
MJ Clarke,AUS,105,102,14,0,102.94,1,England,Manchester,08-09-2013
AJ Finch,AUS,148,114,16,7,129.82,1,Scotland,Edinburgh,03-09-2013
RS Bopara,ENG,101,75,10,5,134.66,2,Ireland,Dublin (Malahide),03-09-2013
WTS Porterfield,IRE,112,142,14,1,78.87,1,England,Dublin (Malahide),03-09-2013
EJG Morgan,ENG,124,106,8,4,116.98,2,Ireland,Dublin (Malahide),03-09-2013
SE Marsh,AUS,151,151,16,5,100.0,1,Scotland,Edinburgh,03-09-2013
Mohammad Hafeez,PAK,136,130,9,5,104.61,1,Zimbabwe,Harare,29-08-2013
TM Dilshan,SL,115,130,16,0,88.46,2,South Africa,Pallekele,28-07-2013
S Dhawan,IND,116,127,11,2,91.33,1,Zimbabwe,Harare,26-07-2013
V Kohli,IND,115,108,13,1,106.48,2,Zimbabwe,Harare,24-07-2013
MN Samuels,WI,106,104,9,4,101.92,1,Pakistan,Gros Islet,21-07-2013
KC Sangakkara,SL,169,137,18,6,123.35,1,South Africa,Colombo (RPS),20-07-2013
V Kohli,IND,102,83,13,2,122.89,1,West Indies,Port of Spain,05-07-2013
WU Tharanga,SL,174,159,19,3,109.43,1,India,Kingston,02-07-2013
DPMD Jayawardene,SL,107,112,9,2,95.53,1,India,Kingston,02-07-2013
MW Machan,SCOT,114,111,9,3,102.7,1,Kenya,Aberdeen,30-06-2013
CH Gayle,WI,109,100,9,7,109.0,2,Sri Lanka,Kingston,28-06-2013
KC Sangakkara,SL,134,135,12,0,99.25,2,England,The Oval,13-06-2013
S Dhawan,IND,102,107,10,1,95.32,2,West Indies,The Oval,11-06-2013
S Dhawan,IND,114,94,12,1,121.27,1,South Africa,Cardiff,06-06-2013
MJ Guptill,NZ,189,155,19,2,121.93,1,England,Southampton,02-06-2013
IJL Trott,ENG,109,104,5,1,104.8,2,New Zealand,Southampton,02-06-2013
MJ Guptill,NZ,103,123,8,4,83.73,2,England,Lord's,31-05-2013
JP Duminy,SA,150,122,5,8,122.95,1,Netherlands,Amstelveen,31-05-2013
EC Joyce,IRE,116,132,12,1,87.87,1,Pakistan,Dublin,26-05-2013
Mohammad Hafeez,PAK,122,113,12,2,107.96,1,Ireland,Dublin,23-05-2013
PR Stirling,IRE,103,107,12,1,96.26,2,Pakistan,Dublin,23-05-2013
V Sibanda,ZIM,103,135,9,2,76.29,2,Bangladesh,Bulawayo,08-05-2013
TM Dilshan,SL,125,128,12,0,97.65,1,Bangladesh,Pallekele,28-03-2013
Tamim Iqbal,BAN,112,136,10,1,82.35,1,Sri Lanka,Hambantota,23-03-2013
TM Dilshan,SL,113,108,11,0,104.62,2,Bangladesh,Hambantota,23-03-2013
HM Amla,SA,122,113,9,1,107.96,1,Pakistan,Johannesburg,17-03-2013
AB de Villiers,SA,128,108,12,3,118.51,1,Pakistan,Johannesburg,17-03-2013
IA Karim,KENYA,112,137,11,0,81.75,2,Canada,ICCA Dubai,13-03-2013
CA Ingram,SA,105,104,10,0,100.96,1,Pakistan,Bloemfontein,10-03-2013
KJ Coetzer,SCOT,133,136,14,2,97.79,1,Afghanistan,Sharjah,08-03-2013
Nawroz Mangal,AFG,112,96,8,6,116.66,2,Scotland,Sharjah,06-03-2013
RR Sarwan,WI,120,143,9,2,83.91,2,Zimbabwe,St George's,24-02-2013
J Charles,WI,130,111,12,4,117.11,1,Zimbabwe,St George's,22-02-2013
DM Bravo,WI,100,71,9,4,140.84,1,Zimbabwe,St George's,22-02-2013
LRPL Taylor,NZ,100,117,9,1,85.47,1,England,Napier,20-02-2013
AC Voges,AUS,112,106,10,2,105.66,1,West Indies,Melbourne,10-02-2013
J Charles,WI,100,121,8,1,82.64,2,Australia,Melbourne,10-02-2013
KA Pollard,WI,109,136,11,2,80.14,1,Australia,Sydney,08-02-2013
SR Watson,AUS,122,111,12,2,109.9,1,West Indies,Canberra,06-02-2013
GJ Bailey,AUS,125,110,10,4,113.63,1,West Indies,Perth,03-02-2013
IR Bell,ENG,113,143,13,1,79.02,2,India,Dharamsala,27-01-2013
GC Smith,SA,116,130,14,0,89.23,2,New Zealand,Potchefstroom,25-01-2013
PJ Hughes,AUS,138,154,13,1,89.61,1,Sri Lanka,Hobart,23-01-2013
KS Williamson,NZ,145,136,17,1,106.61,1,South Africa,Kimberley,22-01-2013
HDRL Thirimanne,SL,102,134,12,0,76.11,2,Australia,Adelaide,13-01-2013
PJ Hughes,AUS,112,129,14,0,86.82,1,Sri Lanka,Melbourne,11-01-2013
Nasir Jamshed,PAK,106,124,12,2,85.48,1,India,Eden Gardens,03-01-2013
MS Dhoni,IND,113,125,7,3,90.4,1,Pakistan,Chennai,30-12-2012
Nasir Jamshed,PAK,101,132,5,1,76.51,2,India,Chennai,30-12-2012
MN Samuels,WI,126,149,17,2,84.56,2,Bangladesh,Mirpur,05-12-2012
Anamul Haque,BAN,120,145,13,2,82.75,1,West Indies,Khulna,02-12-2012
TM Dilshan,SL,102,95,12,1,107.36,2,New Zealand,Pallekele,06-11-2012
HM Amla,SA,150,124,16,0,120.96,1,England,Southampton,28-08-2012
V Kohli,IND,128,119,12,1,107.56,2,Sri Lanka,Colombo (RPS),31-07-2012
G Gambhir,IND,102,101,10,0,100.99,2,Sri Lanka,Colombo (RPS),28-07-2012
V Kohli,IND,106,113,9,0,93.8,1,Sri Lanka,Hambantota,21-07-2012
KC Sangakkara,SL,133,151,12,0,88.07,2,India,Hambantota,21-07-2012
LRPL Taylor,NZ,110,115,6,5,95.65,2,West Indies,Basseterre,14-07-2012
CH Gayle,WI,125,107,8,9,116.82,1,New Zealand,Kingston,07-07-2012
MN Samuels,WI,101,103,7,1,98.05,1,New Zealand,Kingston,07-07-2012
AN Cook,ENG,112,120,13,1,93.33,2,West Indies,The Oval,19-06-2012
IR Bell,ENG,126,117,12,1,107.69,1,West Indies,Southampton,16-06-2012
TM Dilshan,SL,119,139,11,1,85.61,1,Pakistan,Pallekele,09-06-2012
Karim Sadiq,AFG,100,74,12,4,135.13,2,Netherlands,Sharjah,31-03-2012
KA Pollard,WI,102,70,5,8,145.71,1,Australia,Gros Islet,23-03-2012
Mohammad Hafeez,PAK,105,113,9,1,92.92,1,India,Mirpur,18-03-2012
Nasir Jamshed,PAK,112,104,10,1,107.69,1,India,Mirpur,18-03-2012
V Kohli,IND,183,148,22,1,123.64,2,Pakistan,Mirpur,18-03-2012
SR Tendulkar,IND,114,147,12,1,77.55,1,Bangladesh,Mirpur,16-03-2012
G Gambhir,IND,100,118,7,0,84.74,1,Sri Lanka,Mirpur,13-03-2012
V Kohli,IND,108,120,7,0,90.0,1,Sri Lanka,Mirpur,13-03-2012
DA Warner,AUS,100,140,4,1,71.42,1,Sri Lanka,Adelaide,06-03-2012
MJ Clarke,AUS,117,91,5,4,128.57,1,Sri Lanka,Adelaide,06-03-2012
TM Dilshan,SL,106,119,10,0,89.07,2,Australia,Adelaide,06-03-2012
DA Warner,AUS,163,157,13,2,103.82,1,Sri Lanka,Brisbane,04-03-2012
TM Dilshan,SL,160,165,11,3,96.96,1,India,Hobart,28-02-2012
KC Sangakkara,SL,105,87,8,2,120.68,1,India,Hobart,28-02-2012
V Kohli,IND,133,86,16,2,154.65,2,Sri Lanka,Hobart,28-02-2012
AB de Villiers,SA,106,106,3,4,100.0,2,New Zealand,Wellington,25-02-2012
PJ Forrest,AUS,104,138,10,2,75.36,1,Sri Lanka,Hobart,24-02-2012
KP Pietersen,ENG,130,153,12,2,84.96,2,Pakistan,Dubai (DSC),21-02-2012
KP Pietersen,ENG,111,98,10,2,113.26,2,Pakistan,Dubai (DSC),18-02-2012
AN Cook,ENG,102,121,10,0,84.29,1,Pakistan,Abu Dhabi,15-02-2012
AN Cook,ENG,137,142,14,0,96.47,1,Pakistan,Abu Dhabi,13-02-2012
BB McCullum,NZ,119,88,7,5,135.22,1,Zimbabwe,Napier,09-02-2012
RJ Nicol,NZ,146,134,10,6,108.95,1,Zimbabwe,Whangarei,06-02-2012
GC Smith,SA,125,143,9,4,87.41,1,Sri Lanka,Johannesburg,22-01-2012
AB de Villiers,SA,125,98,10,4,127.55,1,Sri Lanka,Johannesburg,22-01-2012
KC Sangakkara,SL,102,97,10,0,105.15,2,South Africa,Johannesburg,22-01-2012
HM Amla,SA,112,128,8,0,87.5,1,Sri Lanka,Paarl,11-01-2012
MK Tiwary,IND,104,126,10,1,82.53,1,West Indies,Chennai,11-12-2011
KA Pollard,WI,119,110,4,10,108.18,2,India,Chennai,11-12-2011
V Sehwag,IND,219,149,25,7,146.97,1,West Indies,Indore,08-12-2011
Nasir Hossain,BAN,100,134,11,1,74.62,2,Pakistan,Mirpur,03-12-2011
V Kohli,IND,117,123,14,0,95.12,2,West Indies,Visakhapatnam,02-12-2011
LRPL Taylor,NZ,119,126,9,3,94.44,1,Zimbabwe,Bulawayo,25-10-2011
KS Williamson,NZ,100,69,11,1,144.92,1,Zimbabwe,Bulawayo,25-10-2011
BRM Taylor,ZIM,107,105,12,1,101.9,1,New Zealand,Harare,22-10-2011
MJ Guptill,NZ,105,121,9,0,86.77,2,Zimbabwe,Harare,22-10-2011
BRM Taylor,ZIM,128,120,7,5,106.66,1,New Zealand,Harare,20-10-2011
RJ Nicol,NZ,108,131,11,0,82.44,2,Zimbabwe,Harare,20-10-2011
V Kohli,IND,112,98,16,0,114.28,2,England,Delhi,17-10-2011
LMP Simmons,WI,122,124,8,2,98.38,1,Bangladesh,Mirpur,13-10-2011
V Kohli,IND,107,93,9,1,115.05,1,England,Cardiff,16-09-2011
Mohammad Hafeez,PAK,139,147,13,1,94.55,2,Zimbabwe,Harare,11-09-2011
BRM Taylor,ZIM,106,137,7,1,77.37,1,Bangladesh,Bulawayo,19-08-2011
WU Tharanga,SL,111,139,12,0,79.85,1,Australia,Hambantota,16-08-2011
Mushfiqur Rahim,BAN,101,100,8,1,101.0,2,Zimbabwe,Harare,16-08-2011
PR Stirling,IRE,113,95,10,6,118.94,1,Scotland,Edinburgh,12-07-2011
LD Chandimal,SL,105,126,11,2,83.33,2,England,Lord's,03-07-2011
AN Cook,ENG,119,143,13,0,83.21,1,Sri Lanka,Lord's,03-07-2011
DPMD Jayawardene,SL,144,150,14,0,96.0,1,England,Leeds,01-07-2011
PR Stirling,IRE,109,107,7,4,101.86,1,Pakistan,Belfast,30-05-2011
Mohammad Hafeez,PAK,121,138,7,3,87.68,1,West Indies,Bridgetown,02-05-2011
Ahmed Shehzad,PAK,102,148,7,1,68.91,2,West Indies,Gros Islet,25-04-2011
MEK Hussey,AUS,108,91,9,2,118.68,1,Bangladesh,Mirpur,13-04-2011
SR Watson,AUS,185,96,15,15,192.7,2,Bangladesh,Mirpur,11-04-2011
MJ Clarke,AUS,101,111,6,2,90.99,1,Bangladesh,Mirpur,09-04-2011
DPMD Jayawardene,SL,103,88,13,0,117.04,1,India,Wankhede,02-04-2011
WU Tharanga,SL,102,122,12,1,83.6,2,England,Colombo (RPS),26-03-2011
TM Dilshan,SL,108,115,10,2,93.91,2,England,Colombo (RPS),26-03-2011
RT Ponting,AUS,104,118,7,1,88.13,1,India,Ahmedabad,24-03-2011
Yuvraj Singh,IND,113,123,10,2,91.86,1,West Indies,Chennai,20-03-2011
KC Sangakkara,SL,111,128,12,2,86.71,1,New Zealand,Wankhede,18-03-2011
RN ten Doeschate,NED,106,108,13,1,98.14,1,Ireland,Eden Gardens,18-03-2011
PR Stirling,IRE,101,72,14,2,140.27,2,Netherlands,Eden Gardens,18-03-2011
BB McCullum,NZ,101,109,12,2,92.66,1,Canada,Wankhede,13-03-2011
SR Tendulkar,IND,111,101,8,3,109.9,1,South Africa,Nagpur,12-03-2011
DS Smith,WI,107,133,11,1,80.45,1,Ireland,Mohali,11-03-2011
WU Tharanga,SL,133,141,17,0,94.32,1,Zimbabwe,Pallekele,10-03-2011
TM Dilshan,SL,144,131,16,1,109.92,1,Zimbabwe,Pallekele,10-03-2011
LRPL Taylor,NZ,131,124,8,7,105.64,1,Pakistan,Pallekele,08-03-2011
HM Amla,SA,113,130,8,0,86.92,1,Netherlands,Mohali,03-03-2011
AB de Villiers,SA,134,98,13,4,136.73,1,Netherlands,Mohali,03-03-2011
KJ O'Brien,IRE,113,63,13,6,179.36,2,England,Bengaluru,02-03-2011
SR Tendulkar,IND,120,115,10,5,104.34,1,England,Bengaluru,27-02-2011
AJ Strauss,ENG,158,145,18,1,108.96,2,India,Bengaluru,27-02-2011
AB de Villiers,SA,107,105,8,2,101.9,2,West Indies,Delhi,24-02-2011
RN ten Doeschate,NED,119,110,9,3,108.18,1,England,Nagpur,22-02-2011
DPMD Jayawardene,SL,100,81,9,1,123.45,1,Canada,Hambantota,20-02-2011
V Sehwag,IND,175,140,14,5,125.0,1,Bangladesh,Mirpur,19-02-2011
V Kohli,IND,100,83,8,2,120.48,1,Bangladesh,Mirpur,19-02-2011
JD Ryder,NZ,107,93,7,6,115.05,1,Pakistan,Auckland,05-02-2011
WU Tharanga,SL,101,143,7,0,70.62,2,West Indies,Colombo (SSC),03-02-2011
Ahmed Shehzad,PAK,115,109,12,3,105.5,1,New Zealand,Hamilton,03-02-2011
IJL Trott,ENG,137,126,11,0,108.73,1,Australia,Sydney,02-02-2011
AB Barath,WI,113,129,8,2,87.59,1,Sri Lanka,Colombo (SSC),31-01-2011
Mohammad Hafeez,PAK,115,144,12,2,79.86,1,New Zealand,Christchurch,29-01-2011
IJL Trott,ENG,102,126,6,0,80.95,1,Australia,Adelaide,26-01-2011
HM Amla,SA,116,132,9,0,87.87,1,India,Centurion,23-01-2011
YK Pathan,IND,105,70,8,8,150.0,2,South Africa,Centurion,23-01-2011
SE Marsh,AUS,110,114,8,2,96.49,1,England,Hobart,21-01-2011
SR Watson,AUS,161,150,12,4,107.33,2,England,Melbourne,16-01-2011
YK Pathan,IND,123,96,7,7,128.12,2,New Zealand,Bengaluru,07-12-2010
G Gambhir,IND,126,117,16,0,107.69,2,New Zealand,Vadodara,04-12-2010
G Gambhir,IND,138,116,18,0,118.96,2,New Zealand,Jaipur,01-12-2010
V Kohli,IND,105,104,10,0,100.96,1,New Zealand,Guwahati,28-11-2010
HM Amla,SA,119,126,9,0,94.44,1,Pakistan,Dubai (DSC),02-11-2010
Abdul Razzaq,PAK,109,72,7,10,151.38,2,South Africa,Abu Dhabi,31-10-2010
CA Ingram,SA,100,119,10,1,84.03,1,Pakistan,Abu Dhabi,31-10-2010
JP Duminy,SA,129,117,7,4,110.25,1,Zimbabwe,Benoni,22-10-2010
AB de Villiers,SA,109,99,5,5,110.1,1,Zimbabwe,Benoni,22-10-2010
