Player,Country,Runs,BF,4s,6s,SR,Inns,Opposition,Ground,Start Date
AB de Villiers,SA,101,97,11,1,104.12,2,England,Cape Town,14 Feb 2016
JE Root,ENG,109,124,10,1,87.90,1,South Africa,Johannesburg,12 Feb 2016
JE Root,ENG,125,113,10,5,110.61,1,South Africa,Centurion,9 Feb 2016
Q de Kock,SA,135,117,16,4,115.38,2,England,Centurion,9 Feb 2016
HM Amla,SA,127,130,13,2,97.69,2,England,Centurion,9 Feb 2016
JC Buttler,ENG,105,76,11,5,138.15,1,South Africa,Bloemfontein,3 Feb 2016
Q de Kock,SA,138,96,12,6,143.75,2,England,Bloemfontein,3 Feb 2016
DA Warner,AUS,122,113,9,3,107.96,1,India,Sydney,23 Jan 2016
MR Marsh,AUS,102,84,9,2,121.42,1,India,Sydney,23 Jan 2016
MK Pandey,IND,104,81,8,1,128.39,2,Australia,Sydney,23 Jan 2016
AJ Finch,AUS,107,107,9,2,100.00,1,India,Canberra,20 Jan 2016
S Dhawan,IND,126,113,14,2,111.50,2,Australia,Canberra,20 Jan 2016
V Kohli,IND,106,92,11,1,115.21,2,Australia,Canberra,20 Jan 2016
V Kohli,IND,117,117,7,2,100.00,1,Australia,Melbourne,17 Jan 2016
RG Sharma,IND,124,127,11,3,97.63,1,Australia,Brisbane,15 Jan 2016
RG Sharma,IND,171,163,13,7,104.90,1,Australia,Perth,12 Jan 2016
SPD Smith,AUS,149,135,11,2,110.37,2,India,Perth,12 Jan 2016
GJ Bailey,AUS,112,120,7,2,93.33,2,India,Perth,12 Jan 2016
H Masakadza,ZIM,110,111,9,4,99.09,1,Afghanistan,Sharjah,6 Jan 2016
MJ Guptill,NZ,102,109,9,3,93.57,1,Sri Lanka,Mount Maunganui,5 Jan 2016
Mohammad Shahzad,AFG,131,133,7,8,98.49,2,Zimbabwe,Sharjah,29 Dec 2015
JJ Roy,ENG,102,117,8,1,87.17,1,Pakistan,Dubai (DSC),20 Nov 2015
JC Buttler,ENG,116,52,10,8,223.07,1,Pakistan,Dubai (DSC),20 Nov 2015
MS Chapman,HKG,124,116,11,2,106.89,1,U.A.E.,ICCA Dubai,16 Nov 2015
AD Hales,ENG,109,117,7,3,93.16,1,Pakistan,Abu Dhabi,13 Nov 2015
Mohammad Hafeez,PAK,102,130,10,1,78.46,2,England,Abu Dhabi,11 Nov 2015
MN Samuels,WI,110,95,15,1,115.78,1,Sri Lanka,Pallekele,7 Nov 2015
Mushfiqur Rahim,BAN,107,109,9,1,98.16,1,Zimbabwe,Mirpur,7 Nov 2015
Q de Kock,SA,109,87,17,1,125.28,1,India,Wankhede,25 Oct 2015
F du Plessis,SA,133,115,9,6,115.65,1,India,Wankhede,25 Oct 2015
AB de Villiers,SA,119,61,3,11,195.08,1,India,Wankhede,25 Oct 2015
SC Williams,ZIM,102,124,3,4,82.25,2,Afghanistan,Bulawayo,24 Oct 2015
V Kohli,IND,138,140,6,5,98.57,1,South Africa,Chennai,22 Oct 2015
AB de Villiers,SA,112,107,10,2,104.67,2,India,Chennai,22 Oct 2015
Q de Kock,SA,103,118,11,1,87.28,1,India,Rajkot,18 Oct 2015
Mohammad Nabi,AFG,116,121,3,6,95.86,1,Zimbabwe,Bulawayo,18 Oct 2015
CR Ervine,ZIM,101,122,9,2,82.78,2,Ireland,Harare,11 Oct 2015
AB de Villiers,SA,104,73,5,6,142.46,1,India,Kanpur,11 Oct 2015
RG Sharma,IND,150,133,13,6,112.78,2,South Africa,Kanpur,11 Oct 2015
JWA Taylor,ENG,101,114,5,0,88.59,1,Australia,Manchester,8 Sep 2015
MJ Guptill,NZ,103,134,9,3,76.86,2,South Africa,Potchefstroom,23 Aug 2015
HM Amla,SA,124,126,13,3,98.41,1,New Zealand,Centurion,19 Aug 2015
Sikandar Raza,ZIM,100,95,5,4,105.26,1,New Zealand,Harare,4 Aug 2015
MJ Guptill,NZ,116,138,11,1,84.05,2,Zimbabwe,Harare,4 Aug 2015
TWM Latham,NZ,110,116,7,2,94.82,2,Zimbabwe,Harare,4 Aug 2015
LRPL Taylor,NZ,112,122,6,3,91.80,1,Zimbabwe,Harare,2 Aug 2015
CR Ervine,ZIM,130,108,11,5,120.37,2,New Zealand,Harare,2 Aug 2015
MDKJ Perera,SL,116,109,9,4,106.42,1,Pakistan,Hambantota,26 Jul 2015
KM Jadhav,IND,105,87,12,1,120.68,1,Zimbabwe,Harare,14 Jul 2015
Mohammad Hafeez,PAK,103,95,10,4,108.42,2,Sri Lanka,Dambulla,11 Jul 2015
AT Rayudu,IND,124,133,12,1,93.23,1,Zimbabwe,Harare,10 Jul 2015
E Chigumbura,ZIM,104,101,8,1,102.97,2,India,Harare,10 Jul 2015
JE Root,ENG,106,97,13,0,109.27,2,New Zealand,Nottingham,17 Jun 2015
EJG Morgan,ENG,113,82,12,5,137.80,2,New Zealand,Nottingham,17 Jun 2015
KS Williamson,NZ,118,113,12,1,104.42,2,England,Southampton,14 Jun 2015
LRPL Taylor,NZ,110,123,12,0,89.43,2,England,Southampton,14 Jun 2015
LRPL Taylor,NZ,119,96,10,4,123.95,1,England,The Oval,12 Jun 2015
JE Root,ENG,104,78,13,2,133.33,1,New Zealand,Birmingham,9 Jun 2015
JC Buttler,ENG,129,77,13,5,167.53,1,New Zealand,Birmingham,9 Jun 2015
Sikandar Raza,ZIM,100,84,8,3,119.04,1,Pakistan,Lahore,29 May 2015
Azhar Ali,PAK,102,104,8,0,98.07,2,Zimbabwe,Lahore,29 May 2015
Shoaib Malik,PAK,112,76,12,2,147.36,1,Zimbabwe,Lahore,26 May 2015
E Chigumbura,ZIM,117,95,10,4,123.15,2,Pakistan,Lahore,26 May 2015
Azhar Ali,PAK,101,112,10,0,90.17,1,Bangladesh,Mirpur,22 Apr 2015
Soumya Sarkar,BAN,127,110,13,6,115.45,2,Pakistan,Mirpur,22 Apr 2015
Tamim Iqbal,BAN,116,116,17,1,100.00,2,Pakistan,Mirpur,19 Apr 2015
Tamim Iqbal,BAN,132,135,15,3,97.77,1,Pakistan,Mirpur,17 Apr 2015
Mushfiqur Rahim,BAN,106,77,13,2,137.66,1,Pakistan,Mirpur,17 Apr 2015
SPD Smith,AUS,105,93,11,2,112.90,1,India,Sydney,26 Mar 2015
MJ Guptill,NZ,237,163,24,11,145.39,1,West Indies,Wellington,21 Mar 2015
RG Sharma,IND,137,126,14,3,108.73,1,Bangladesh,Melbourne,19 Mar 2015
WTS Porterfield,IRE,107,131,11,1,81.67,1,Pakistan,Adelaide,15 Mar 2015
Sarfaraz Ahmed,PAK,101,124,6,0,81.45,2,Ireland,Adelaide,15 Mar 2015
BRM Taylor,ZIM,138,110,15,5,125.45,1,India,Auckland,14 Mar 2015
SK Raina,IND,110,104,9,4,105.76,2,Zimbabwe,Auckland,14 Mar 2015
Mahmudullah,BAN,128,123,12,3,104.06,1,New Zealand,Hamilton,13 Mar 2015
MJ Guptill,NZ,105,100,11,2,105.00,2,Bangladesh,Hamilton,13 Mar 2015
TM Dilshan,SL,104,99,10,1,105.05,1,Scotland,Hobart,11 Mar 2015
KC Sangakkara,SL,124,95,13,4,130.52,1,Scotland,Hobart,11 Mar 2015
S Dhawan,IND,100,85,11,5,117.64,2,Ireland,Hamilton,10 Mar 2015
Mahmudullah,BAN,103,138,7,2,74.63,1,England,Adelaide,9 Mar 2015
GJ Maxwell,AUS,102,53,10,4,192.45,1,Sri Lanka,Sydney,8 Mar 2015
KC Sangakkara,SL,104,107,11,0,97.19,2,Australia,Sydney,8 Mar 2015
EC Joyce,IRE,112,103,9,3,108.73,1,Zimbabwe,Hobart,7 Mar 2015
BRM Taylor,ZIM,121,91,11,4,132.96,2,Ireland,Hobart,7 Mar 2015
KJ Coetzer,SCOT,156,134,17,4,116.41,1,Bangladesh,Nelson,5 Mar 2015
DA Warner,AUS,178,133,19,5,133.83,1,Afghanistan,Perth,4 Mar 2015
HM Amla,SA,159,128,16,4,124.21,1,Ireland,Canberra,3 Mar 2015
F du Plessis,SA,109,109,10,1,100.00,1,Ireland,Canberra,3 Mar 2015
JE Root,ENG,121,108,14,2,112.03,1,Sri Lanka,Wellington,1 Mar 2015
HDRL Thirimanne,SL,139,143,13,2,97.20,2,England,Wellington,1 Mar 2015
KC Sangakkara,SL,117,86,11,2,136.04,2,England,Wellington,1 Mar 2015
AB de Villiers,SA,162,66,17,8,245.45,1,West Indies,Sydney,27 Feb 2015
TM Dilshan,SL,161,146,22,0,110.27,1,Bangladesh,Melbourne,26 Feb 2015
KC Sangakkara,SL,105,76,13,1,138.15,1,Bangladesh,Melbourne,26 Feb 2015
Shaiman Anwar,UAE,106,83,10,1,127.71,1,Ireland,Brisbane,25 Feb 2015
CH Gayle,WI,215,147,10,16,146.25,1,Zimbabwe,Canberra,24 Feb 2015
MN Samuels,WI,133,156,11,3,85.25,1,Zimbabwe,Canberra,24 Feb 2015
MM Ali,ENG,128,107,12,5,119.62,1,Scotland,Christchurch,23 Feb 2015
S Dhawan,IND,137,146,16,2,93.83,1,South Africa,Melbourne,22 Feb 2015
DPMD Jayawardene,SL,100,120,8,1,83.33,2,Afghanistan,Dunedin,22 Feb 2015
LMP Simmons,WI,102,84,9,5,121.42,1,Ireland,Nelson,16 Feb 2015
V Kohli,IND,107,126,8,0,84.92,1,Pakistan,Adelaide,15 Feb 2015
DA Miller,SA,138,92,7,9,150.00,1,Zimbabwe,Hamilton,15 Feb 2015
JP Duminy,SA,115,100,9,3,115.00,1,Zimbabwe,Hamilton,15 Feb 2015
AJ Finch,AUS,135,128,12,3,105.46,1,England,Melbourne,14 Feb 2015
KS Williamson,NZ,112,88,14,1,127.27,1,Pakistan,Napier,3 Feb 2015
LRPL Taylor,NZ,102,70,13,2,145.71,1,Pakistan,Napier,3 Feb 2015
KC Sangakkara,SL,113,105,14,0,107.61,1,New Zealand,Wellington,29 Jan 2015
HM Amla,SA,133,105,11,6,126.66,1,West Indies,Centurion,28 Jan 2015
RR Rossouw,SA,132,98,9,8,134.69,1,West Indies,Centurion,28 Jan 2015
DA Miller,SA,130,133,11,3,97.74,1,West Indies,Gqeberha,25 Jan 2015
IR Bell,ENG,141,125,15,1,112.80,1,Australia,Hobart,23 Jan 2015
SPD Smith,AUS,102,95,6,1,107.36,2,England,Hobart,23 Jan 2015
GD Elliott,NZ,104,96,7,2,108.33,1,Sri Lanka,Dunedin,23 Jan 2015
L Ronchi,NZ,170,99,14,9,171.71,1,Sri Lanka,Dunedin,23 Jan 2015
TM Dilshan,SL,116,106,17,1,109.43,2,New Zealand,Dunedin,23 Jan 2015
KS Williamson,NZ,103,107,6,1,96.26,2,Sri Lanka,Nelson,20 Jan 2015
HM Amla,SA,153,142,14,0,107.74,1,West Indies,Johannesburg,18 Jan 2015
RR Rossouw,SA,128,115,11,2,111.30,1,West Indies,Johannesburg,18 Jan 2015
AB de Villiers,SA,149,44,9,16,338.63,1,West Indies,Johannesburg,18 Jan 2015
RG Sharma,IND,138,139,9,4,99.28,1,Australia,Melbourne,18 Jan 2015
EJG Morgan,ENG,121,136,11,3,88.97,1,Australia,Sydney,16 Jan 2015
DA Warner,AUS,127,115,18,0,110.43,2,England,Sydney,16 Jan 2015
BB McCullum,NZ,117,99,12,5,118.18,1,Sri Lanka,Hamilton,15 Jan 2015
TM Dilshan,SL,116,127,17,0,91.33,2,New Zealand,Hamilton,15 Jan 2015
DPMD Jayawardene,SL,104,107,12,1,97.19,1,New Zealand,Christchurch,11 Jan 2015
KS Williamson,NZ,123,105,12,0,117.14,1,Pakistan,Abu Dhabi,17 Dec 2014
Younis Khan,PAK,103,117,4,2,88.03,2,New Zealand,Abu Dhabi,17 Dec 2014
TM Dilshan,SL,101,124,9,1,81.45,1,England,Colombo (RPS),16 Dec 2014
Ahmed Shehzad,PAK,113,120,12,2,94.16,1,New Zealand,Sharjah,14 Dec 2014
KC Sangakkara,SL,112,112,12,2,100.00,1,England,Pallekele,13 Dec 2014
JE Root,ENG,104,117,7,1,88.88,2,Sri Lanka,Pallekele,10 Dec 2014
LRPL Taylor,NZ,105,135,9,1,77.77,1,Pakistan,Dubai (DSC),8 Dec 2014
Nawroz Mangal,AFG,129,123,8,4,104.87,1,U.A.E.,ICCA Dubai,30 Nov 2014
Khurram Khan,UAE,132,138,17,1,95.65,2,Afghanistan,ICCA Dubai,30 Nov 2014
MM Ali,ENG,119,87,11,5,136.78,2,Sri Lanka,Colombo (RPS),26 Nov 2014
Q de Kock,SA,107,123,14,0,86.99,1,Australia,Sydney,23 Nov 2014
Shakib Al Hasan,BAN,101,99,10,0,102.02,1,Zimbabwe,Chattogram,21 Nov 2014
SPD Smith,AUS,104,112,7,0,92.85,2,South Africa,Melbourne,21 Nov 2014
AJ Finch,AUS,109,127,9,3,85.82,1,South Africa,Canberra,19 Nov 2014
HM Amla,SA,102,115,9,0,88.69,2,Australia,Canberra,19 Nov 2014
AD Mathews,SL,139,116,6,10,119.82,1,India,Ranchi,16 Nov 2014
V Kohli,IND,139,126,12,3,110.31,2,Sri Lanka,Ranchi,16 Nov 2014
RG Sharma,IND,264,173,33,9,152.60,1,Sri Lanka,Eden Gardens,13 Nov 2014
DPMD Jayawardene,SL,118,124,12,1,95.16,1,India,Hyderabad,9 Nov 2014
L Siaka,PNG,109,114,9,2,95.61,2,Hong Kong,Townsville,9 Nov 2014
AT Rayudu,IND,121,118,10,4,102.54,2,Sri Lanka,Ahmedabad,6 Nov 2014
AM Rahane,IND,111,108,13,2,102.77,1,Sri Lanka,Cuttack,2 Nov 2014
S Dhawan,IND,113,107,14,3,105.60,1,Sri Lanka,Cuttack,2 Nov 2014
HM Amla,SA,119,135,15,0,88.14,1,New Zealand,Mount Maunganui,24 Oct 2014
V Kohli,IND,127,114,13,3,111.40,1,West Indies,Dharamsala,17 Oct 2014
MN Samuels,WI,112,106,9,6,105.66,2,India,Dharamsala,17 Oct 2014
MN Samuels,WI,126,116,11,4,108.62,1,India,Kochi,8 Oct 2014
SPD Smith,AUS,101,118,6,2,85.59,1,Pakistan,Sharjah,7 Oct 2014
CS MacLeod,SCOT,116,141,15,0,82.26,2,Ireland,Dublin (Malahide),12 Sep 2014
RD Berrington,SCOT,101,126,8,1,80.15,1,Ireland,Dublin (Malahide),10 Sep 2014
JE Root,ENG,113,108,10,3,104.62,1,India,Leeds,5 Sep 2014
F du Plessis,SA,121,140,5,4,86.42,1,Zimbabwe,Harare,4 Sep 2014
AM Rahane,IND,106,100,10,4,106.00,2,England,Birmingham,2 Sep 2014
F du Plessis,SA,126,109,8,6,115.59,2,Australia,Harare,2 Sep 2014
SK Raina,IND,100,75,12,3,133.33,1,England,Cardiff,27 Aug 2014
AJ Finch,AUS,102,116,9,1,87.93,1,South Africa,Harare,27 Aug 2014
F du Plessis,SA,106,98,11,1,108.16,2,Australia,Harare,27 Aug 2014
AB de Villiers,SA,136,106,11,2,128.30,2,Australia,Harare,27 Aug 2014
DM Bravo,WI,124,127,7,8,97.63,1,Bangladesh,Basseterre,25 Aug 2014
D Ramdin,WI,169,121,8,11,139.66,1,Bangladesh,Basseterre,25 Aug 2014
Anamul Haque,BAN,109,138,11,1,78.98,1,West Indies,St George's,20 Aug 2014
HM Amla,SA,122,132,6,3,92.42,1,Zimbabwe,Bulawayo,17 Aug 2014
Usman Ghani,AFG,118,143,12,1,82.51,1,Zimbabwe,Bulawayo,20 Jul 2014
Sikandar Raza,ZIM,141,133,11,7,106.01,2,Afghanistan,Bulawayo,20 Jul 2014
Q de Kock,SA,128,127,12,3,100.78,1,Sri Lanka,Hambantota,12 Jul 2014
AB de Villiers,SA,108,71,11,4,152.11,1,Sri Lanka,Hambantota,12 Jul 2014
HM Amla,SA,101,102,11,0,99.01,2,Sri Lanka,Pallekele,9 Jul 2014
HM Amla,SA,109,130,8,1,83.84,1,Sri Lanka,Colombo (RPS),6 Jul 2014
KC Sangakkara,SL,112,104,14,0,107.69,1,England,Lord's,31 May 2014
JC Buttler,ENG,121,74,11,4,163.51,2,Sri Lanka,Lord's,31 May 2014
Fawad Alam,PAK,114,134,8,3,85.07,1,Sri Lanka,Mirpur,8 Mar 2014
HDRL Thirimanne,SL,101,108,13,0,93.51,2,Pakistan,Mirpur,8 Mar 2014
JE Root,ENG,107,122,7,0,87.70,1,West Indies,North Sound,5 Mar 2014
D Ramdin,WI,128,109,12,5,117.43,2,England,North Sound,5 Mar 2014
Anamul Haque,BAN,100,132,6,4,75.75,1,Pakistan,Mirpur,4 Mar 2014
Ahmed Shehzad,PAK,103,123,12,1,83.73,2,Bangladesh,Mirpur,4 Mar 2014
MJ Lumb,ENG,106,117,7,2,90.59,2,West Indies,North Sound,28 Feb 2014
KC Sangakkara,SL,103,84,12,1,122.61,2,India,Fatullah,28 Feb 2014
Umar Akmal,PAK,102,89,7,3,114.60,1,Afghanistan,Fatullah,27 Feb 2014
Mushfiqur Rahim,BAN,117,113,7,2,103.53,1,India,Fatullah,26 Feb 2014
V Kohli,IND,136,122,16,2,111.47,2,Bangladesh,Fatullah,26 Feb 2014
HDRL Thirimanne,SL,102,110,11,1,92.72,1,Pakistan,Fatullah,25 Feb 2014
MDKJ Perera,SL,106,124,6,5,85.48,2,Bangladesh,Mirpur,22 Feb 2014
KC Sangakkara,SL,128,115,14,0,111.30,1,Bangladesh,Mirpur,20 Feb 2014
PL Mommsen,SCOT,139,149,12,1,93.28,1,U.A.E.,Lincoln,1 Feb 2014
LRPL Taylor,NZ,102,106,10,1,96.22,1,India,Wellington,31 Jan 2014
LRPL Taylor,NZ,112,127,15,0,88.18,2,India,Hamilton,28 Jan 2014
MJ Guptill,NZ,111,129,12,2,86.04,1,India,Auckland,25 Jan 2014
AJ Finch,AUS,108,111,8,4,97.29,2,England,Perth,24 Jan 2014
W Barresi,NED,137,150,11,2,91.33,1,Kenya,Lincoln,23 Jan 2014
IA Karim,KENYA,108,84,16,0,128.57,2,Netherlands,Lincoln,23 Jan 2014
CS MacLeod,SCOT,175,141,14,5,124.11,1,Canada,Christchurch,23 Jan 2014
V Kohli,IND,123,111,11,2,110.81,2,New Zealand,Napier,19 Jan 2014
EJG Morgan,ENG,106,99,4,6,107.07,1,Australia,Brisbane,17 Jan 2014
AJ Finch,AUS,121,128,12,0,94.53,2,England,Melbourne,12 Jan 2014
KA Edwards,WI,123,108,12,4,113.88,1,New Zealand,Hamilton,8 Jan 2014
DJ Bravo,WI,106,81,12,3,130.86,1,New Zealand,Hamilton,8 Jan 2014
JD Ryder,NZ,104,51,12,5,203.92,1,West Indies,Queenstown,1 Jan 2014
CJ Anderson,NZ,131,47,6,14,278.72,1,West Indies,Queenstown,1 Jan 2014
Mohammad Hafeez,PAK,113,119,12,2,94.95,2,Sri Lanka,Abu Dhabi,25 Dec 2013
Mohammad Hafeez,PAK,140,136,11,3,102.94,1,Sri Lanka,Sharjah,22 Dec 2013
Ahmed Shehzad,PAK,124,140,8,0,88.57,1,Sri Lanka,Dubai (DSC),20 Dec 2013
Mohammad Hafeez,PAK,122,129,7,4,94.57,1,Sri Lanka,Sharjah,18 Dec 2013
Q de Kock,SA,101,120,9,2,84.16,1,India,Centurion,11 Dec 2013
AB de Villiers,SA,109,101,6,5,107.92,1,India,Centurion,11 Dec 2013
Q de Kock,SA,106,118,9,0,89.83,1,India,Durban,8 Dec 2013
HM Amla,SA,100,117,8,0,85.47,1,India,Durban,8 Dec 2013
Q de Kock,SA,135,121,18,3,111.57,1,India,Johannesburg,5 Dec 2013
Ahmed Shehzad,PAK,102,112,8,2,91.07,1,South Africa,Gqeberha,27 Nov 2013
S Dhawan,IND,119,95,20,0,125.26,2,West Indies,Kanpur,27 Nov 2013
AB de Villiers,SA,115,102,10,3,112.74,1,Pakistan,Sharjah,11 Nov 2013
Q de Kock,SA,112,135,9,1,82.96,1,Pakistan,Abu Dhabi,8 Nov 2013
LRPL Taylor,NZ,107,93,9,3,115.05,1,Bangladesh,Fatullah,3 Nov 2013
RG Sharma,IND,209,158,12,16,132.27,1,Australia,Bengaluru,2 Nov 2013
JP Faulkner,AUS,116,73,11,6,158.90,2,India,Bengaluru,2 Nov 2013
SR Watson,AUS,102,94,13,3,108.51,1,India,Nagpur,30 Oct 2013
GJ Bailey,AUS,156,114,13,6,136.84,1,India,Nagpur,30 Oct 2013
S Dhawan,IND,100,102,11,0,98.03,2,Australia,Nagpur,30 Oct 2013
V Kohli,IND,115,66,18,1,174.24,2,Australia,Nagpur,30 Oct 2013
MS Dhoni,IND,139,121,12,5,114.87,1,Australia,Mohali,19 Oct 2013
RG Sharma,IND,141,123,17,4,114.63,2,Australia,Jaipur,16 Oct 2013
V Kohli,IND,100,52,8,7,192.30,2,Australia,Jaipur,16 Oct 2013
SR Watson,AUS,143,107,12,6,133.64,1,England,Southampton,16 Sep 2013
MJ Clarke,AUS,105,102,14,0,102.94,1,England,Manchester,8 Sep 2013
AJ Finch,AUS,148,114,16,7,129.82,1,Scotland,Edinburgh,3 Sep 2013
SE Marsh,AUS,151,151,16,5,100.00,1,Scotland,Edinburgh,3 Sep 2013
WTS Porterfield,IRE,112,142,14,1,78.87,1,England,Dublin (Malahide),3 Sep 2013
EJG Morgan,ENG,124,106,8,4,116.98,2,Ireland,Dublin (Malahide),3 Sep 2013
RS Bopara,ENG,101,75,10,5,134.66,2,Ireland,Dublin (Malahide),3 Sep 2013
Mohammad Hafeez,PAK,136,130,9,5,104.61,1,Zimbabwe,Harare,29 Aug 2013
TM Dilshan,SL,115,130,16,0,88.46,2,South Africa,Pallekele,28 Jul 2013
S Dhawan,IND,116,127,11,2,91.33,1,Zimbabwe,Harare,26 Jul 2013
V Kohli,IND,115,108,13,1,106.48,2,Zimbabwe,Harare,24 Jul 2013
MN Samuels,WI,106,104,9,4,101.92,1,Pakistan,Gros Islet,21 Jul 2013
KC Sangakkara,SL,169,137,18,6,123.35,1,South Africa,Colombo (RPS),20 Jul 2013
V Kohli,IND,102,83,13,2,122.89,1,West Indies,Port of Spain,5 Jul 2013
WU Tharanga,SL,174,159,19,3,109.43,1,India,Kingston,2 Jul 2013
DPMD Jayawardene,SL,107,112,9,2,95.53,1,India,Kingston,2 Jul 2013
MW Machan,SCOT,114,111,9,3,102.70,1,Kenya,Aberdeen,30 Jun 2013
CH Gayle,WI,109,100,9,7,109.00,2,Sri Lanka,Kingston,28 Jun 2013
KC Sangakkara,SL,134,135,12,0,99.25,2,England,The Oval,13 Jun 2013
S Dhawan,IND,102,107,10,1,95.32,2,West Indies,The Oval,11 Jun 2013
S Dhawan,IND,114,94,12,1,121.27,1,South Africa,Cardiff,6 Jun 2013
MJ Guptill,NZ,189,155,19,2,121.93,1,England,Southampton,2 Jun 2013
IJL Trott,ENG,109,104,5,1,104.80,2,New Zealand,Southampton,2 Jun 2013
MJ Guptill,NZ,103,123,8,4,83.73,2,England,Lord's,31 May 2013
JP Duminy,SA,150,122,5,8,122.95,1,Netherlands,Amstelveen,31 May 2013
EC Joyce,IRE,116,132,12,1,87.87,1,Pakistan,Dublin,26 May 2013
Mohammad Hafeez,PAK,122,113,12,2,107.96,1,Ireland,Dublin,23 May 2013
PR Stirling,IRE,103,107,12,1,96.26,2,Pakistan,Dublin,23 May 2013
V Sibanda,ZIM,103,135,9,2,76.29,2,Bangladesh,Bulawayo,8 May 2013
TM Dilshan,SL,125,128,12,0,97.65,1,Bangladesh,Pallekele,28 Mar 2013
Tamim Iqbal,BAN,112,136,10,1,82.35,1,Sri Lanka,Hambantota,23 Mar 2013
TM Dilshan,SL,113,108,11,0,104.62,2,Bangladesh,Hambantota,23 Mar 2013
HM Amla,SA,122,113,9,1,107.96,1,Pakistan,Johannesburg,17 Mar 2013
AB de Villiers,SA,128,108,12,3,118.51,1,Pakistan,Johannesburg,17 Mar 2013
IA Karim,KENYA,112,137,11,0,81.75,2,Canada,ICCA Dubai,13 Mar 2013
CA Ingram,SA,105,104,10,0,100.96,1,Pakistan,Bloemfontein,10 Mar 2013
KJ Coetzer,SCOT,133,136,14,2,97.79,1,Afghanistan,Sharjah,8 Mar 2013
Nawroz Mangal,AFG,112,96,8,6,116.66,2,Scotland,Sharjah,6 Mar 2013
RR Sarwan,WI,120,143,9,2,83.91,2,Zimbabwe,St George's,24 Feb 2013
J Charles,WI,130,111,12,4,117.11,1,Zimbabwe,St George's,22 Feb 2013
DM Bravo,WI,100,71,9,4,140.84,1,Zimbabwe,St George's,22 Feb 2013
LRPL Taylor,NZ,100,117,9,1,85.47,1,England,Napier,20 Feb 2013
AC Voges,AUS,112,106,10,2,105.66,1,West Indies,Melbourne,10 Feb 2013
J Charles,WI,100,121,8,1,82.64,2,Australia,Melbourne,10 Feb 2013
KA Pollard,WI,109,136,11,2,80.14,1,Australia,Sydney,8 Feb 2013
SR Watson,AUS,122,111,12,2,109.90,1,West Indies,Canberra,6 Feb 2013
GJ Bailey,AUS,125,110,10,4,113.63,1,West Indies,Perth,3 Feb 2013
IR Bell,ENG,113,143,13,1,79.02,2,India,Dharamsala,27 Jan 2013
GC Smith,SA,116,130,14,0,89.23,2,New Zealand,Potchefstroom,25 Jan 2013
PJ Hughes,AUS,138,154,13,1,89.61,1,Sri Lanka,Hobart,23 Jan 2013
KS Williamson,NZ,145,136,17,1,106.61,1,South Africa,Kimberley,22 Jan 2013
HDRL Thirimanne,SL,102,134,12,0,76.11,2,Australia,Adelaide,13 Jan 2013
PJ Hughes,AUS,112,129,14,0,86.82,1,Sri Lanka,Melbourne,11 Jan 2013
Nasir Jamshed,PAK,106,124,12,2,85.48,1,India,Eden Gardens,3 Jan 2013
MS Dhoni,IND,113,125,7,3,90.40,1,Pakistan,Chennai,30 Dec 2012
Nasir Jamshed,PAK,101,132,5,1,76.51,2,India,Chennai,30 Dec 2012
MN Samuels,WI,126,149,17,2,84.56,2,Bangladesh,Mirpur,5 Dec 2012
Anamul Haque,BAN,120,145,13,2,82.75,1,West Indies,Khulna,2 Dec 2012
TM Dilshan,SL,102,95,12,1,107.36,2,New Zealand,Pallekele,6 Nov 2012
HM Amla,SA,150,124,16,0,120.96,1,England,Southampton,28 Aug 2012
V Kohli,IND,128,119,12,1,107.56,2,Sri Lanka,Colombo (RPS),31 Jul 2012
G Gambhir,IND,102,101,10,0,100.99,2,Sri Lanka,Colombo (RPS),28 Jul 2012
V Kohli,IND,106,113,9,0,93.80,1,Sri Lanka,Hambantota,21 Jul 2012
KC Sangakkara,SL,133,151,12,0,88.07,2,India,Hambantota,21 Jul 2012
LRPL Taylor,NZ,110,115,6,5,95.65,2,West Indies,Basseterre,14 Jul 2012
CH Gayle,WI,125,107,8,9,116.82,1,New Zealand,Kingston,7 Jul 2012
MN Samuels,WI,101,103,7,1,98.05,1,New Zealand,Kingston,7 Jul 2012
AN Cook,ENG,112,120,13,1,93.33,2,West Indies,The Oval,19 Jun 2012
IR Bell,ENG,126,117,12,1,107.69,1,West Indies,Southampton,16 Jun 2012
TM Dilshan,SL,119,139,11,1,85.61,1,Pakistan,Pallekele,9 Jun 2012
Karim Sadiq,AFG,100,74,12,4,135.13,2,Netherlands,Sharjah,31 Mar 2012
KA Pollard,WI,102,70,5,8,145.71,1,Australia,Gros Islet,23 Mar 2012
Mohammad Hafeez,PAK,105,113,9,1,92.92,1,India,Mirpur,18 Mar 2012
Nasir Jamshed,PAK,112,104,10,1,107.69,1,India,Mirpur,18 Mar 2012
V Kohli,IND,183,148,22,1,123.64,2,Pakistan,Mirpur,18 Mar 2012
SR Tendulkar,IND,114,147,12,1,77.55,1,Bangladesh,Mirpur,16 Mar 2012
G Gambhir,IND,100,118,7,0,84.74,1,Sri Lanka,Mirpur,13 Mar 2012
V Kohli,IND,108,120,7,0,90.00,1,Sri Lanka,Mirpur,13 Mar 2012
DA Warner,AUS,100,140,4,1,71.42,1,Sri Lanka,Adelaide,6 Mar 2012
